clip_dir,frame_idx,is_clean
data/Avenue/frames_train\01,96,1
data/Avenue/frames_train\01,97,1
data/Avenue/frames_train\01,98,1
data/Avenue/frames_train\01,99,1
data/Avenue/frames_train\01,100,1
data/Avenue/frames_train\01,101,1
data/Avenue/frames_train\01,102,1
data/Avenue/frames_train\01,103,1
data/Avenue/frames_train\01,104,1
data/Avenue/frames_train\01,105,1
data/Avenue/frames_train\01,106,1
data/Avenue/frames_train\01,107,1
data/Avenue/frames_train\01,108,1
data/Avenue/frames_train\01,109,1
data/Avenue/frames_train\01,110,1
data/Avenue/frames_train\01,111,1
data/Avenue/frames_train\01,112,1
data/Avenue/frames_train\01,113,1
data/Avenue/frames_train\01,114,1
data/Avenue/frames_train\01,115,1
data/Avenue/frames_train\01,116,1
data/Avenue/frames_train\01,117,1
data/Avenue/frames_train\01,118,1
data/Avenue/frames_train\01,119,1
data/Avenue/frames_train\01,120,1
data/Avenue/frames_train\01,121,1
data/Avenue/frames_train\01,122,1
data/Avenue/frames_train\01,123,1
data/Avenue/frames_train\01,124,1
data/Avenue/frames_train\01,125,1
data/Avenue/frames_train\01,126,1
data/Avenue/frames_train\01,127,1
data/Avenue/frames_train\01,128,1
data/Avenue/frames_train\01,129,1
data/Avenue/frames_train\01,130,1
data/Avenue/frames_train\01,131,1
data/Avenue/frames_train\01,132,1
data/Avenue/frames_train\01,133,1
data/Avenue/frames_train\01,134,1
data/Avenue/frames_train\01,135,1
data/Avenue/frames_train\01,136,1
data/Avenue/frames_train\01,137,1
data/Avenue/frames_train\01,138,1
data/Avenue/frames_train\01,139,1
data/Avenue/frames_train\01,140,1
data/Avenue/frames_train\01,141,1
data/Avenue/frames_train\01,142,1
data/Avenue/frames_train\01,143,1
data/Avenue/frames_train\01,144,1
data/Avenue/frames_train\01,145,1
data/Avenue/frames_train\01,146,1
data/Avenue/frames_train\01,147,1
data/Avenue/frames_train\01,148,1
data/Avenue/frames_train\01,149,1
data/Avenue/frames_train\01,150,1
data/Avenue/frames_train\01,151,1
data/Avenue/frames_train\01,152,1
data/Avenue/frames_train\01,153,1
data/Avenue/frames_train\01,154,1
data/Avenue/frames_train\01,155,1
data/Avenue/frames_train\01,156,1
data/Avenue/frames_train\01,157,1
data/Avenue/frames_train\01,158,1
data/Avenue/frames_train\01,159,1
data/Avenue/frames_train\01,160,1
data/Avenue/frames_train\01,161,1
data/Avenue/frames_train\01,162,1
data/Avenue/frames_train\01,163,1
data/Avenue/frames_train\01,164,1
data/Avenue/frames_train\01,165,1
data/Avenue/frames_train\01,166,1
data/Avenue/frames_train\01,167,1
data/Avenue/frames_train\01,168,1
data/Avenue/frames_train\01,169,1
data/Avenue/frames_train\01,170,1
data/Avenue/frames_train\01,171,1
data/Avenue/frames_train\01,172,1
data/Avenue/frames_train\01,173,1
data/Avenue/frames_train\01,174,1
data/Avenue/frames_train\01,175,1
data/Avenue/frames_train\01,176,1
data/Avenue/frames_train\01,177,1
data/Avenue/frames_train\01,178,1
data/Avenue/frames_train\01,179,1
data/Avenue/frames_train\01,180,1
data/Avenue/frames_train\01,181,1
data/Avenue/frames_train\01,182,1
data/Avenue/frames_train\01,183,1
data/Avenue/frames_train\01,184,1
data/Avenue/frames_train\01,185,1
data/Avenue/frames_train\01,186,1
data/Avenue/frames_train\01,187,1
data/Avenue/frames_train\01,188,1
data/Avenue/frames_train\01,189,1
data/Avenue/frames_train\01,190,1
data/Avenue/frames_train\01,191,1
data/Avenue/frames_train\01,192,1
data/Avenue/frames_train\01,193,1
data/Avenue/frames_train\01,194,1
data/Avenue/frames_train\01,195,1
data/Avenue/frames_train\01,196,1
data/Avenue/frames_train\01,197,1
data/Avenue/frames_train\01,198,1
data/Avenue/frames_train\01,199,1
data/Avenue/frames_train\01,200,1
data/Avenue/frames_train\01,201,1
data/Avenue/frames_train\01,202,1
data/Avenue/frames_train\01,203,1
data/Avenue/frames_train\01,204,1
data/Avenue/frames_train\01,205,1
data/Avenue/frames_train\01,206,1
data/Avenue/frames_train\01,207,1
data/Avenue/frames_train\01,208,1
data/Avenue/frames_train\01,209,1
data/Avenue/frames_train\01,210,1
data/Avenue/frames_train\01,211,1
data/Avenue/frames_train\01,212,1
data/Avenue/frames_train\01,213,1
data/Avenue/frames_train\01,214,1
data/Avenue/frames_train\01,215,1
data/Avenue/frames_train\01,216,1
data/Avenue/frames_train\01,217,1
data/Avenue/frames_train\01,218,1
data/Avenue/frames_train\01,219,1
data/Avenue/frames_train\01,220,1
data/Avenue/frames_train\01,221,1
data/Avenue/frames_train\01,222,1
data/Avenue/frames_train\01,223,1
data/Avenue/frames_train\01,224,1
data/Avenue/frames_train\01,225,1
data/Avenue/frames_train\01,226,1
data/Avenue/frames_train\01,227,1
data/Avenue/frames_train\01,228,1
data/Avenue/frames_train\01,229,1
data/Avenue/frames_train\01,230,1
data/Avenue/frames_train\01,231,1
data/Avenue/frames_train\01,232,1
data/Avenue/frames_train\01,233,1
data/Avenue/frames_train\01,234,1
data/Avenue/frames_train\01,235,1
data/Avenue/frames_train\01,236,1
data/Avenue/frames_train\01,237,1
data/Avenue/frames_train\01,238,1
data/Avenue/frames_train\01,239,1
data/Avenue/frames_train\01,240,1
data/Avenue/frames_train\01,241,1
data/Avenue/frames_train\01,242,1
data/Avenue/frames_train\01,243,1
data/Avenue/frames_train\01,244,1
data/Avenue/frames_train\01,245,1
data/Avenue/frames_train\01,246,1
data/Avenue/frames_train\01,247,1
data/Avenue/frames_train\01,248,1
data/Avenue/frames_train\01,249,1
data/Avenue/frames_train\01,250,1
data/Avenue/frames_train\01,251,1
data/Avenue/frames_train\01,252,1
data/Avenue/frames_train\01,253,1
data/Avenue/frames_train\01,254,1
data/Avenue/frames_train\01,255,1
data/Avenue/frames_train\01,256,1
data/Avenue/frames_train\01,257,1
data/Avenue/frames_train\01,258,1
data/Avenue/frames_train\01,259,1
data/Avenue/frames_train\01,260,1
data/Avenue/frames_train\01,261,1
data/Avenue/frames_train\01,262,1
data/Avenue/frames_train\01,263,1
data/Avenue/frames_train\01,264,1
data/Avenue/frames_train\01,265,1
data/Avenue/frames_train\01,266,1
data/Avenue/frames_train\01,267,1
data/Avenue/frames_train\01,268,1
data/Avenue/frames_train\01,269,1
data/Avenue/frames_train\01,270,1
data/Avenue/frames_train\01,271,1
data/Avenue/frames_train\01,272,1
data/Avenue/frames_train\01,273,1
data/Avenue/frames_train\01,274,1
data/Avenue/frames_train\01,275,1
data/Avenue/frames_train\01,276,1
data/Avenue/frames_train\01,277,1
data/Avenue/frames_train\01,278,1
data/Avenue/frames_train\01,279,1
data/Avenue/frames_train\01,280,1
data/Avenue/frames_train\01,281,1
data/Avenue/frames_train\01,282,1
data/Avenue/frames_train\01,283,1
data/Avenue/frames_train\01,284,1
data/Avenue/frames_train\01,285,1
data/Avenue/frames_train\01,286,1
data/Avenue/frames_train\01,287,1
data/Avenue/frames_train\01,288,1
data/Avenue/frames_train\01,289,1
data/Avenue/frames_train\01,290,1
data/Avenue/frames_train\01,291,1
data/Avenue/frames_train\01,292,1
data/Avenue/frames_train\01,293,1
data/Avenue/frames_train\01,294,1
data/Avenue/frames_train\01,295,1
data/Avenue/frames_train\01,296,1
data/Avenue/frames_train\01,297,1
data/Avenue/frames_train\01,298,1
data/Avenue/frames_train\01,299,1
data/Avenue/frames_train\01,300,1
data/Avenue/frames_train\01,301,1
data/Avenue/frames_train\01,302,1
data/Avenue/frames_train\01,303,1
data/Avenue/frames_train\01,304,1
data/Avenue/frames_train\01,305,1
data/Avenue/frames_train\01,306,1
data/Avenue/frames_train\01,307,1
data/Avenue/frames_train\01,308,1
data/Avenue/frames_train\01,309,1
data/Avenue/frames_train\01,310,1
data/Avenue/frames_train\01,311,1
data/Avenue/frames_train\01,312,1
data/Avenue/frames_train\01,313,1
data/Avenue/frames_train\01,314,1
data/Avenue/frames_train\01,315,1
data/Avenue/frames_train\01,316,1
data/Avenue/frames_train\01,317,1
data/Avenue/frames_train\01,318,1
data/Avenue/frames_train\01,319,1
data/Avenue/frames_train\01,320,1
data/Avenue/frames_train\01,321,1
data/Avenue/frames_train\01,322,1
data/Avenue/frames_train\01,323,1
data/Avenue/frames_train\01,324,1
data/Avenue/frames_train\01,325,1
data/Avenue/frames_train\01,326,1
data/Avenue/frames_train\01,327,1
data/Avenue/frames_train\01,328,1
data/Avenue/frames_train\01,329,1
data/Avenue/frames_train\01,330,1
data/Avenue/frames_train\01,331,1
data/Avenue/frames_train\01,332,1
data/Avenue/frames_train\01,333,1
data/Avenue/frames_train\01,334,1
data/Avenue/frames_train\01,335,1
data/Avenue/frames_train\01,336,1
data/Avenue/frames_train\01,337,1
data/Avenue/frames_train\01,338,1
data/Avenue/frames_train\01,339,1
data/Avenue/frames_train\01,340,1
data/Avenue/frames_train\01,341,1
data/Avenue/frames_train\01,342,1
data/Avenue/frames_train\01,343,1
data/Avenue/frames_train\01,344,1
data/Avenue/frames_train\01,345,1
data/Avenue/frames_train\01,346,1
data/Avenue/frames_train\01,347,1
data/Avenue/frames_train\01,348,1
data/Avenue/frames_train\01,349,1
data/Avenue/frames_train\01,350,1
data/Avenue/frames_train\01,351,1
data/Avenue/frames_train\01,352,1
data/Avenue/frames_train\01,353,1
data/Avenue/frames_train\01,354,1
data/Avenue/frames_train\01,355,1
data/Avenue/frames_train\01,356,1
data/Avenue/frames_train\01,357,1
data/Avenue/frames_train\01,358,1
data/Avenue/frames_train\01,359,1
data/Avenue/frames_train\01,360,1
data/Avenue/frames_train\01,361,1
data/Avenue/frames_train\01,362,1
data/Avenue/frames_train\01,363,1
data/Avenue/frames_train\01,364,1
data/Avenue/frames_train\01,365,1
data/Avenue/frames_train\01,366,1
data/Avenue/frames_train\01,367,1
data/Avenue/frames_train\01,368,1
data/Avenue/frames_train\01,369,1
data/Avenue/frames_train\01,370,1
data/Avenue/frames_train\01,371,1
data/Avenue/frames_train\01,372,1
data/Avenue/frames_train\01,373,1
data/Avenue/frames_train\01,374,1
data/Avenue/frames_train\01,375,1
data/Avenue/frames_train\01,376,1
data/Avenue/frames_train\01,377,1
data/Avenue/frames_train\01,378,1
data/Avenue/frames_train\01,379,1
data/Avenue/frames_train\01,380,1
data/Avenue/frames_train\01,381,1
data/Avenue/frames_train\01,382,1
data/Avenue/frames_train\01,383,1
data/Avenue/frames_train\01,384,1
data/Avenue/frames_train\01,385,1
data/Avenue/frames_train\01,386,1
data/Avenue/frames_train\01,387,1
data/Avenue/frames_train\01,388,1
data/Avenue/frames_train\01,389,1
data/Avenue/frames_train\01,390,1
data/Avenue/frames_train\01,391,1
data/Avenue/frames_train\01,392,1
data/Avenue/frames_train\01,393,1
data/Avenue/frames_train\01,394,1
data/Avenue/frames_train\01,395,1
data/Avenue/frames_train\01,396,1
data/Avenue/frames_train\01,397,1
data/Avenue/frames_train\01,398,1
data/Avenue/frames_train\01,399,1
data/Avenue/frames_train\01,400,1
data/Avenue/frames_train\01,401,1
data/Avenue/frames_train\01,402,1
data/Avenue/frames_train\01,403,1
data/Avenue/frames_train\01,404,1
data/Avenue/frames_train\01,405,1
data/Avenue/frames_train\01,406,1
data/Avenue/frames_train\01,407,1
data/Avenue/frames_train\01,408,1
data/Avenue/frames_train\01,409,1
data/Avenue/frames_train\01,410,1
data/Avenue/frames_train\01,411,1
data/Avenue/frames_train\01,412,1
data/Avenue/frames_train\01,413,1
data/Avenue/frames_train\01,414,1
data/Avenue/frames_train\01,415,1
data/Avenue/frames_train\01,416,1
data/Avenue/frames_train\01,417,1
data/Avenue/frames_train\01,418,1
data/Avenue/frames_train\01,419,1
data/Avenue/frames_train\01,420,1
data/Avenue/frames_train\01,421,1
data/Avenue/frames_train\01,422,1
data/Avenue/frames_train\01,423,1
data/Avenue/frames_train\01,424,1
data/Avenue/frames_train\01,425,1
data/Avenue/frames_train\01,426,1
data/Avenue/frames_train\01,427,1
data/Avenue/frames_train\01,428,1
data/Avenue/frames_train\01,429,1
data/Avenue/frames_train\01,430,1
data/Avenue/frames_train\01,431,1
data/Avenue/frames_train\01,432,1
data/Avenue/frames_train\01,433,1
data/Avenue/frames_train\01,434,1
data/Avenue/frames_train\01,435,1
data/Avenue/frames_train\01,436,1
data/Avenue/frames_train\01,437,1
data/Avenue/frames_train\01,438,1
data/Avenue/frames_train\01,439,1
data/Avenue/frames_train\01,440,1
data/Avenue/frames_train\01,441,1
data/Avenue/frames_train\01,442,1
data/Avenue/frames_train\01,443,1
data/Avenue/frames_train\01,444,1
data/Avenue/frames_train\01,445,1
data/Avenue/frames_train\01,446,1
data/Avenue/frames_train\01,447,1
data/Avenue/frames_train\01,448,1
data/Avenue/frames_train\01,449,1
data/Avenue/frames_train\01,450,1
data/Avenue/frames_train\01,451,1
data/Avenue/frames_train\01,452,1
data/Avenue/frames_train\01,453,1
data/Avenue/frames_train\01,454,1
data/Avenue/frames_train\01,455,1
data/Avenue/frames_train\01,456,1
data/Avenue/frames_train\01,457,1
data/Avenue/frames_train\01,458,1
data/Avenue/frames_train\01,459,1
data/Avenue/frames_train\01,460,1
data/Avenue/frames_train\01,461,1
data/Avenue/frames_train\01,462,1
data/Avenue/frames_train\01,463,1
data/Avenue/frames_train\01,464,1
data/Avenue/frames_train\01,465,1
data/Avenue/frames_train\01,466,1
data/Avenue/frames_train\01,467,1
data/Avenue/frames_train\01,468,1
data/Avenue/frames_train\01,469,1
data/Avenue/frames_train\01,470,1
data/Avenue/frames_train\01,471,1
data/Avenue/frames_train\01,472,1
data/Avenue/frames_train\01,473,1
data/Avenue/frames_train\01,474,1
data/Avenue/frames_train\01,475,1
data/Avenue/frames_train\01,476,1
data/Avenue/frames_train\01,477,1
data/Avenue/frames_train\01,478,1
data/Avenue/frames_train\01,479,1
data/Avenue/frames_train\01,480,1
data/Avenue/frames_train\01,481,1
data/Avenue/frames_train\01,482,1
data/Avenue/frames_train\01,483,1
data/Avenue/frames_train\01,484,1
data/Avenue/frames_train\01,485,1
data/Avenue/frames_train\01,486,1
data/Avenue/frames_train\01,487,1
data/Avenue/frames_train\01,488,1
data/Avenue/frames_train\01,489,1
data/Avenue/frames_train\01,490,1
data/Avenue/frames_train\01,491,1
data/Avenue/frames_train\01,492,1
data/Avenue/frames_train\01,493,1
data/Avenue/frames_train\01,494,1
data/Avenue/frames_train\01,495,1
data/Avenue/frames_train\01,496,1
data/Avenue/frames_train\01,497,1
data/Avenue/frames_train\01,498,1
data/Avenue/frames_train\01,499,1
data/Avenue/frames_train\01,500,1
data/Avenue/frames_train\01,501,1
data/Avenue/frames_train\01,502,1
data/Avenue/frames_train\01,503,1
data/Avenue/frames_train\01,504,1
data/Avenue/frames_train\01,505,1
data/Avenue/frames_train\01,506,1
data/Avenue/frames_train\01,507,1
data/Avenue/frames_train\01,508,1
data/Avenue/frames_train\01,509,1
data/Avenue/frames_train\01,510,1
data/Avenue/frames_train\01,511,1
data/Avenue/frames_train\01,512,1
data/Avenue/frames_train\01,513,1
data/Avenue/frames_train\01,514,1
data/Avenue/frames_train\01,515,1
data/Avenue/frames_train\01,516,1
data/Avenue/frames_train\01,517,1
data/Avenue/frames_train\01,518,1
data/Avenue/frames_train\01,519,1
data/Avenue/frames_train\01,520,1
data/Avenue/frames_train\01,521,1
data/Avenue/frames_train\01,522,1
data/Avenue/frames_train\01,523,1
data/Avenue/frames_train\01,524,1
data/Avenue/frames_train\01,525,1
data/Avenue/frames_train\01,526,1
data/Avenue/frames_train\01,527,1
data/Avenue/frames_train\01,528,1
data/Avenue/frames_train\01,529,1
data/Avenue/frames_train\01,530,1
data/Avenue/frames_train\01,531,1
data/Avenue/frames_train\01,532,1
data/Avenue/frames_train\01,533,1
data/Avenue/frames_train\01,534,1
data/Avenue/frames_train\01,535,1
data/Avenue/frames_train\01,536,1
data/Avenue/frames_train\01,537,1
data/Avenue/frames_train\01,538,1
data/Avenue/frames_train\01,539,1
data/Avenue/frames_train\01,540,1
data/Avenue/frames_train\01,541,1
data/Avenue/frames_train\01,542,1
data/Avenue/frames_train\01,543,1
data/Avenue/frames_train\01,544,1
data/Avenue/frames_train\01,545,1
data/Avenue/frames_train\01,546,1
data/Avenue/frames_train\01,547,1
data/Avenue/frames_train\01,548,1
data/Avenue/frames_train\01,549,1
data/Avenue/frames_train\01,550,1
data/Avenue/frames_train\01,551,1
data/Avenue/frames_train\01,552,1
data/Avenue/frames_train\01,553,1
data/Avenue/frames_train\01,554,1
data/Avenue/frames_train\01,555,1
data/Avenue/frames_train\01,556,1
data/Avenue/frames_train\01,557,1
data/Avenue/frames_train\01,558,1
data/Avenue/frames_train\01,559,1
data/Avenue/frames_train\01,560,1
data/Avenue/frames_train\01,561,1
data/Avenue/frames_train\01,562,1
data/Avenue/frames_train\01,563,1
data/Avenue/frames_train\01,564,1
data/Avenue/frames_train\01,565,1
data/Avenue/frames_train\01,566,1
data/Avenue/frames_train\01,567,1
data/Avenue/frames_train\01,568,1
data/Avenue/frames_train\01,569,1
data/Avenue/frames_train\01,570,1
data/Avenue/frames_train\01,571,1
data/Avenue/frames_train\01,572,1
data/Avenue/frames_train\01,573,1
data/Avenue/frames_train\01,574,1
data/Avenue/frames_train\01,575,1
data/Avenue/frames_train\01,576,1
data/Avenue/frames_train\01,577,1
data/Avenue/frames_train\01,578,1
data/Avenue/frames_train\01,579,1
data/Avenue/frames_train\01,580,1
data/Avenue/frames_train\01,581,1
data/Avenue/frames_train\01,582,1
data/Avenue/frames_train\01,583,1
data/Avenue/frames_train\01,584,1
data/Avenue/frames_train\01,585,1
data/Avenue/frames_train\01,586,1
data/Avenue/frames_train\01,587,1
data/Avenue/frames_train\01,588,1
data/Avenue/frames_train\01,589,1
data/Avenue/frames_train\01,590,1
data/Avenue/frames_train\01,591,1
data/Avenue/frames_train\01,592,1
data/Avenue/frames_train\01,593,1
data/Avenue/frames_train\01,594,1
data/Avenue/frames_train\01,595,1
data/Avenue/frames_train\01,596,1
data/Avenue/frames_train\01,597,1
data/Avenue/frames_train\01,598,1
data/Avenue/frames_train\01,599,1
data/Avenue/frames_train\01,600,1
data/Avenue/frames_train\01,601,1
data/Avenue/frames_train\01,602,1
data/Avenue/frames_train\01,603,1
data/Avenue/frames_train\01,604,1
data/Avenue/frames_train\01,605,1
data/Avenue/frames_train\01,606,1
data/Avenue/frames_train\01,607,1
data/Avenue/frames_train\01,608,1
data/Avenue/frames_train\01,609,1
data/Avenue/frames_train\01,610,1
data/Avenue/frames_train\01,611,1
data/Avenue/frames_train\01,612,1
data/Avenue/frames_train\01,613,1
data/Avenue/frames_train\01,614,1
data/Avenue/frames_train\01,615,1
data/Avenue/frames_train\01,616,1
data/Avenue/frames_train\01,617,1
data/Avenue/frames_train\01,618,1
data/Avenue/frames_train\01,619,1
data/Avenue/frames_train\01,620,1
data/Avenue/frames_train\01,621,1
data/Avenue/frames_train\01,622,1
data/Avenue/frames_train\01,623,1
data/Avenue/frames_train\01,624,1
data/Avenue/frames_train\01,625,1
data/Avenue/frames_train\01,626,1
data/Avenue/frames_train\01,627,1
data/Avenue/frames_train\01,628,1
data/Avenue/frames_train\01,629,1
data/Avenue/frames_train\01,630,1
data/Avenue/frames_train\01,631,1
data/Avenue/frames_train\01,632,1
data/Avenue/frames_train\01,633,1
data/Avenue/frames_train\01,634,1
data/Avenue/frames_train\01,635,1
data/Avenue/frames_train\01,636,1
data/Avenue/frames_train\01,637,1
data/Avenue/frames_train\01,638,1
data/Avenue/frames_train\01,639,1
data/Avenue/frames_train\01,640,1
data/Avenue/frames_train\01,641,1
data/Avenue/frames_train\01,642,1
data/Avenue/frames_train\01,643,1
data/Avenue/frames_train\01,644,1
data/Avenue/frames_train\01,645,1
data/Avenue/frames_train\01,646,1
data/Avenue/frames_train\01,647,1
data/Avenue/frames_train\01,648,1
data/Avenue/frames_train\01,649,1
data/Avenue/frames_train\01,650,1
data/Avenue/frames_train\01,651,1
data/Avenue/frames_train\01,652,1
data/Avenue/frames_train\01,653,1
data/Avenue/frames_train\01,654,1
data/Avenue/frames_train\01,655,1
data/Avenue/frames_train\01,656,1
data/Avenue/frames_train\01,657,1
data/Avenue/frames_train\01,658,1
data/Avenue/frames_train\01,659,1
data/Avenue/frames_train\01,660,1
data/Avenue/frames_train\01,661,1
data/Avenue/frames_train\01,662,1
data/Avenue/frames_train\01,663,1
data/Avenue/frames_train\01,664,1
data/Avenue/frames_train\01,665,1
data/Avenue/frames_train\01,666,1
data/Avenue/frames_train\01,667,1
data/Avenue/frames_train\01,668,1
data/Avenue/frames_train\01,669,1
data/Avenue/frames_train\01,670,1
data/Avenue/frames_train\01,671,1
data/Avenue/frames_train\01,672,1
data/Avenue/frames_train\01,673,1
data/Avenue/frames_train\01,674,1
data/Avenue/frames_train\01,675,1
data/Avenue/frames_train\01,676,1
data/Avenue/frames_train\01,677,1
data/Avenue/frames_train\01,678,1
data/Avenue/frames_train\01,679,1
data/Avenue/frames_train\01,680,1
data/Avenue/frames_train\01,681,1
data/Avenue/frames_train\01,682,1
data/Avenue/frames_train\01,683,1
data/Avenue/frames_train\01,684,1
data/Avenue/frames_train\01,685,1
data/Avenue/frames_train\01,686,1
data/Avenue/frames_train\01,687,1
data/Avenue/frames_train\01,688,1
data/Avenue/frames_train\01,689,1
data/Avenue/frames_train\01,690,1
data/Avenue/frames_train\01,691,1
data/Avenue/frames_train\01,692,1
data/Avenue/frames_train\01,693,1
data/Avenue/frames_train\01,694,1
data/Avenue/frames_train\01,695,1
data/Avenue/frames_train\01,696,1
data/Avenue/frames_train\01,697,1
data/Avenue/frames_train\01,698,1
data/Avenue/frames_train\01,699,1
data/Avenue/frames_train\01,700,1
data/Avenue/frames_train\01,701,1
data/Avenue/frames_train\01,702,1
data/Avenue/frames_train\01,703,1
data/Avenue/frames_train\01,704,1
data/Avenue/frames_train\01,705,1
data/Avenue/frames_train\01,706,1
data/Avenue/frames_train\01,707,1
data/Avenue/frames_train\01,708,1
data/Avenue/frames_train\01,709,1
data/Avenue/frames_train\01,710,1
data/Avenue/frames_train\01,711,1
data/Avenue/frames_train\01,712,1
data/Avenue/frames_train\01,713,1
data/Avenue/frames_train\01,714,1
data/Avenue/frames_train\01,715,1
data/Avenue/frames_train\01,716,1
data/Avenue/frames_train\01,717,1
data/Avenue/frames_train\01,718,1
data/Avenue/frames_train\01,719,1
data/Avenue/frames_train\01,720,1
data/Avenue/frames_train\01,721,1
data/Avenue/frames_train\01,722,1
data/Avenue/frames_train\01,723,1
data/Avenue/frames_train\01,724,1
data/Avenue/frames_train\01,725,1
data/Avenue/frames_train\01,726,1
data/Avenue/frames_train\01,727,1
data/Avenue/frames_train\01,728,1
data/Avenue/frames_train\01,729,1
data/Avenue/frames_train\01,730,1
data/Avenue/frames_train\01,731,1
data/Avenue/frames_train\01,732,1
data/Avenue/frames_train\01,733,1
data/Avenue/frames_train\01,734,1
data/Avenue/frames_train\01,735,1
data/Avenue/frames_train\01,736,1
data/Avenue/frames_train\01,737,1
data/Avenue/frames_train\01,738,1
data/Avenue/frames_train\01,739,1
data/Avenue/frames_train\01,740,1
data/Avenue/frames_train\01,741,1
data/Avenue/frames_train\01,742,1
data/Avenue/frames_train\01,743,1
data/Avenue/frames_train\01,744,1
data/Avenue/frames_train\01,745,1
data/Avenue/frames_train\01,746,1
data/Avenue/frames_train\01,747,1
data/Avenue/frames_train\01,748,1
data/Avenue/frames_train\01,749,1
data/Avenue/frames_train\01,750,1
data/Avenue/frames_train\01,751,1
data/Avenue/frames_train\01,752,1
data/Avenue/frames_train\01,753,1
data/Avenue/frames_train\01,754,1
data/Avenue/frames_train\01,755,1
data/Avenue/frames_train\01,756,1
data/Avenue/frames_train\01,757,1
data/Avenue/frames_train\01,758,1
data/Avenue/frames_train\01,759,1
data/Avenue/frames_train\01,760,1
data/Avenue/frames_train\01,761,1
data/Avenue/frames_train\01,762,1
data/Avenue/frames_train\01,763,1
data/Avenue/frames_train\01,764,1
data/Avenue/frames_train\01,765,1
data/Avenue/frames_train\01,766,1
data/Avenue/frames_train\01,767,1
data/Avenue/frames_train\01,768,1
data/Avenue/frames_train\01,769,1
data/Avenue/frames_train\01,770,1
data/Avenue/frames_train\01,771,1
data/Avenue/frames_train\01,772,1
data/Avenue/frames_train\01,773,1
data/Avenue/frames_train\01,774,1
